,team,task,task_type,score,incorrect,correct,time_till_correct
381,Voxento,LSC24-KISJ05,KIS,50.37866666666667,0,1,297.728
382,MyEachtra,LSC24-KISJ05,KIS,79.14316666666667,0,2,125.141
383,PraK3,LSC24-KISJ05,KIS,83.36633333333333,0,1,99.802
384,LifeSeeker2,LSC24-KISJ05,KIS,49.755,1,1,241.47
385,LIFEXPLORE1,LSC24-AD04,AD,22.857142857142858,1,2,52.229
386,SnapSeek1,LSC24-AD04,AD,42.857142857142854,0,3,34.799
387,LIFEXPLORE2,LSC24-AD04,AD,42.857142857142854,0,3,37.286
388,VISIONE1,LSC24-AD04,AD,50.79365079365079,1,4,29.759
389,Libro1,LSC24-AD04,AD,42.857142857142854,0,3,49.182
390,Exquisitor,LSC24-AD04,AD,36.73469387755102,1,3,23.291
391,PraK1,LSC24-AD04,AD,42.857142857142854,0,3,49.145
392,VISIONE3,LSC24-AD04,AD,42.857142857142854,0,3,32.295
393,Libro2,LSC24-AD04,AD,28.571428571428573,0,2,57.045
394,LIFEXPLORE3,LSC24-AD04,AD,42.857142857142854,0,3,111.535
395,SnapSeek2,LSC24-AD04,AD,14.285714285714286,4,2,46.873
396,SnapSeek4,LSC24-AD04,AD,9.523809523809524,1,1,33.85
397,SnapSeek5,LSC24-AD04,AD,14.285714285714286,0,1,157.753
398,EAGLE1,LSC24-AD04,AD,14.285714285714286,0,1,164.166
399,MEMORIA,LSC24-AD04,AD,57.142857142857146,0,4,141.267
400,Retrospect1,LSC24-AD04,AD,14.285714285714286,0,1,180.0
401,PraK2,LSC24-AD04,AD,0.0,2,0,inf
402,LifeInsight,LSC24-AD04,AD,16.3265306122449,3,2,41.765
403,VitaChronicle1,LSC24-AD04,AD,42.857142857142854,0,3,80.782
404,CollaXRSearch1,LSC24-AD04,AD,9.523809523809524,1,1,49.633
405,vitrivr-VR,LSC24-AD04,AD,14.285714285714286,0,1,141.022
406,MemoriEase,LSC24-AD04,AD,0.0,22,0,inf
407,Libro3,LSC24-AD04,AD,57.142857142857146,0,4,38.217
408,LifeSeeker1,LSC24-AD04,AD,9.523809523809524,1,1,70.364
409,SnapSeek3,LSC24-AD04,AD,28.571428571428573,3,3,97.6
410,VISIONE2,LSC24-AD04,AD,14.285714285714286,0,1,77.713
411,Memento,LSC24-AD04,AD,14.285714285714286,0,1,29.963
412,EAGLE2,LSC24-AD04,AD,14.285714285714286,0,1,128.719
413,LifeLens1,LSC24-AD04,AD,14.285714285714286,0,1,31.462
414,Lifegraph,LSC24-AD04,AD,0.0,4,0,inf
415,vitrivr,LSC24-AD04,AD,14.285714285714286,0,1,48.417
416,Voxento,LSC24-AD04,AD,9.523809523809524,1,1,82.488
417,MyEachtra,LSC24-AD04,AD,9.523809523809524,1,1,168.235
418,PraK3,LSC24-AD04,AD,0.0,9,0,inf
419,LifeSeeker2,LSC24-AD04,AD,20.779220779220783,14,4,65.905
420,LIFEXPLORE1,LSC24-QA04,QA,91.78783333333334,1,2,49.273
421,SnapSeek1,LSC24-QA04,QA,0.0,0,0,inf
422,LIFEXPLORE2,LSC24-QA04,QA,59.73783333333333,1,1,181.573
423,VISIONE1,LSC24-QA04,QA,79.66316666666665,0,1,122.021
424,Libro1,LSC24-QA04,QA,75.2715,0,2,148.371
425,Exquisitor,LSC24-QA04,QA,0.0,1,0,inf
426,PraK1,LSC24-QA04,QA,81.5735,0,1,110.559
427,VISIONE3,LSC24-QA04,QA,0.0,2,0,inf
428,Libro2,LSC24-QA04,QA,56.79183333333333,0,1,259.249
429,LIFEXPLORE3,LSC24-QA04,QA,53.46483333333333,1,1,219.211
430,SnapSeek2,LSC24-QA04,QA,0.0,0,0,inf
431,SnapSeek4,LSC24-QA04,QA,78.00733333333334,1,1,71.956
432,SnapSeek5,LSC24-QA04,QA,30.864166666666662,2,1,294.815
433,EAGLE1,LSC24-QA04,QA,59.359,0,1,243.846
434,MEMORIA,LSC24-QA04,QA,46.352666666666664,1,1,261.884
435,Retrospect1,LSC24-QA04,QA,0.0,1,0,inf
436,PraK2,LSC24-QA04,QA,24.304833333333335,3,1,274.171
437,LifeInsight,LSC24-QA04,QA,20.301500000000004,3,1,298.191
438,VitaChronicle1,LSC24-QA04,QA,0.0,3,0,inf
439,CollaXRSearch1,LSC24-QA04,QA,72.41816666666668,1,1,105.491
440,vitrivr-VR,LSC24-QA04,QA,78.59633333333333,1,1,128.422
441,MemoriEase,LSC24-QA04,QA,61.43233333333333,1,2,171.406
442,Libro3,LSC24-QA04,QA,0.0,1,0,inf
443,LifeSeeker1,LSC24-QA04,QA,94.71083333333334,2,1,31.735
444,SnapSeek3,LSC24-QA04,QA,0.0,1,0,inf
445,VISIONE2,LSC24-QA04,QA,82.26133333333334,1,1,106.432
446,Memento,LSC24-QA04,QA,0.0,2,0,inf
447,EAGLE2,LSC24-QA04,QA,34.25666666666667,2,1,274.46
448,LifeLens1,LSC24-QA04,QA,0.0,2,0,inf
449,Lifegraph,LSC24-QA04,QA,0.0,3,0,inf
450,vitrivr,LSC24-QA04,QA,0.0,2,0,inf
451,Voxento,LSC24-QA04,QA,87.81,0,1,73.14
452,MyEachtra,LSC24-QA04,QA,88.26533333333333,0,1,70.408
453,PraK3,LSC24-QA04,QA,0.0,3,0,inf
454,LifeSeeker2,LSC24-QA04,QA,54.858333333333334,1,1,210.85
455,LIFEXPLORE1,LSC24-KISJ06,KIS,87.00516666666667,0,1,77.969
456,SnapSeek1,LSC24-KISJ06,KIS,72.88616666666667,0,1,162.683
457,LIFEXPLORE2,LSC24-KISJ06,KIS,94.57033333333334,0,1,32.578
458,VISIONE1,LSC24-KISJ06,KIS,0.0,2,0,inf
459,Libro1,LSC24-KISJ06,KIS,89.30000000000001,0,1,64.2
460,Exquisitor,LSC24-KISJ06,KIS,87.63966666666667,0,1,74.162
461,PraK1,LSC24-KISJ06,KIS,40.834666666666664,1,1,294.992
462,VISIONE3,LSC24-KISJ06,KIS,0.0,1,0,inf
463,Libro2,LSC24-KISJ06,KIS,76.43816666666666,0,1,141.371
464,LIFEXPLORE3,LSC24-KISJ06,KIS,90.27816666666666,0,1,58.331
465,SnapSeek2,LSC24-KISJ06,KIS,47.290666666666674,1,1,256.256
466,SnapSeek4,LSC24-KISJ06,KIS,78.7185,0,1,127.689
467,SnapSeek5,LSC24-KISJ06,KIS,63.027666666666676,1,1,161.834
468,EAGLE1,LSC24-KISJ06,KIS,94.25933333333333,0,1,34.444
469,MEMORIA,LSC24-KISJ06,KIS,83.74183333333333,0,1,97.549
470,Retrospect1,LSC24-KISJ06,KIS,90.56583333333333,0,1,56.605
471,PraK2,LSC24-KISJ06,KIS,22.37533333333333,4,1,225.748
472,LifeInsight,LSC24-KISJ06,KIS,79.0545,1,1,65.673
473,VitaChronicle1,LSC24-KISJ06,KIS,82.62,0,1,104.28
474,CollaXRSearch1,LSC24-KISJ06,KIS,0.0,2,0,inf
475,vitrivr-VR,LSC24-KISJ06,KIS,91.35483333333333,0,1,51.871
476,MemoriEase,LSC24-KISJ06,KIS,53.02133333333333,1,1,221.872
477,Libro3,LSC24-KISJ06,KIS,0.0,0,0,inf
478,LifeSeeker1,LSC24-KISJ06,KIS,49.367,0,1,300.0
479,SnapSeek3,LSC24-KISJ06,KIS,68.31566666666667,0,1,190.106
480,VISIONE2,LSC24-KISJ06,KIS,88.16533333333334,0,1,71.008
481,Memento,LSC24-KISJ06,KIS,0.0,1,0,inf
482,EAGLE2,LSC24-KISJ06,KIS,91.7045,0,1,49.773
483,LifeLens1,LSC24-KISJ06,KIS,0.0,0,0,inf
484,Lifegraph,LSC24-KISJ06,KIS,32.5175,2,1,284.895
485,vitrivr,LSC24-KISJ06,KIS,0.0,2,0,inf
486,Voxento,LSC24-KISJ06,KIS,0.0,1,0,inf
487,MyEachtra,LSC24-KISJ06,KIS,76.0105,0,1,143.937
488,PraK3,LSC24-KISJ06,KIS,0.0,5,0,inf
489,LifeSeeker2,LSC24-KISJ06,KIS,0.0,4,0,inf
490,LIFEXPLORE1,LSC24-AD05,AD,17.89883700284091,2,127,19.924
491,SnapSeek1,LSC24-AD05,AD,14.632034632034634,2,104,23.329
492,LIFEXPLORE2,LSC24-AD05,AD,14.275918047469771,1,101,19.373
493,VISIONE1,LSC24-AD05,AD,17.793007631055076,12,131,17.9
494,Libro1,LSC24-AD05,AD,19.152272727272727,57,159,45.716
495,Exquisitor,LSC24-AD05,AD,8.667027417027418,2,62,12.801
496,PraK1,LSC24-AD05,AD,63.42526175375012,5,449,28.041
497,VISIONE3,LSC24-AD05,AD,15.21017699115044,6,110,17.409
498,Libro2,LSC24-AD05,AD,28.797061524334254,47,224,51.286
499,LIFEXPLORE3,LSC24-AD05,AD,7.173984995586937,1,51,14.414
500,SnapSeek2,LSC24-AD05,AD,3.623499142367067,1,26,24.606
501,SnapSeek4,LSC24-AD05,AD,7.888986013986013,3,57,21.538
502,SnapSeek5,LSC24-AD05,AD,11.52037617554859,6,84,18.2
503,EAGLE1,LSC24-AD05,AD,7.956994514106583,2,57,21.122
504,MEMORIA,LSC24-AD05,AD,8.531605113636363,4,62,17.819
505,Retrospect1,LSC24-AD05,AD,11.789772727272727,0,83,153.997
506,PraK2,LSC24-AD05,AD,92.69662921348315,15,660,27.6
507,LifeInsight,LSC24-AD05,AD,28.062486108024004,7,201,31.402
508,VitaChronicle1,LSC24-AD05,AD,34.94318181818182,0,246,37.081
509,CollaXRSearch1,LSC24-AD05,AD,4.475524475524476,1,32,37.546
510,vitrivr-VR,LSC24-AD05,AD,12.148497688751927,3,87,36.496
511,MemoriEase,LSC24-AD05,AD,14.486326681448634,22,112,17.367
512,Libro3,LSC24-AD05,AD,22.564102564102566,38,176,48.907
513,LifeSeeker1,LSC24-AD05,AD,17.197566213314243,6,124,33.375
514,SnapSeek3,LSC24-AD05,AD,12.438574938574938,5,90,21.886
515,VISIONE2,LSC24-AD05,AD,14.367441618015011,8,105,27.204
516,Memento,LSC24-AD05,AD,18.360130560928436,12,135,24.158
517,EAGLE2,LSC24-AD05,AD,3.9167287630402385,3,29,43.61
518,LifeLens1,LSC24-AD05,AD,14.265600079744816,14,107,21.533
519,Lifegraph,LSC24-AD05,AD,6.179775280898877,1,44,85.598
520,vitrivr,LSC24-AD05,AD,8.806818181818182,0,62,30.281
521,Voxento,LSC24-AD05,AD,10.513232655502392,2,75,22.237
522,MyEachtra,LSC24-AD05,AD,12.722462722462723,5,92,23.312
523,PraK3,LSC24-AD05,AD,1.7045454545454546,0,12,46.176
524,LifeSeeker2,LSC24-AD05,AD,0.0,0,0,inf
525,LIFEXPLORE1,LSC24-QA05,QA,88.22416666666666,0,1,70.655
526,SnapSeek1,LSC24-QA05,QA,0.0,2,0,inf
527,LIFEXPLORE2,LSC24-QA05,QA,93.12333333333333,0,1,41.26
528,VISIONE1,LSC24-QA05,QA,52.084666666666664,1,1,227.492
529,Libro1,LSC24-QA05,QA,92.49333333333334,0,1,45.04
530,Exquisitor,LSC24-QA05,QA,94.31733333333332,1,1,34.096
531,PraK1,LSC24-QA05,QA,89.131,0,1,65.214
532,VISIONE3,LSC24-QA05,QA,88.94516666666667,0,1,66.329
533,Libro2,LSC24-QA05,QA,92.13366666666667,0,1,47.198
534,LIFEXPLORE3,LSC24-QA05,QA,93.138,0,1,41.172
535,SnapSeek2,LSC24-QA05,QA,50.42766666666667,3,1,177.434
536,SnapSeek4,LSC24-QA05,QA,43.221333333333334,2,1,220.672
537,SnapSeek5,LSC24-QA05,QA,0.0,2,0,inf
538,EAGLE1,LSC24-QA05,QA,67.5815,0,1,194.511
539,MEMORIA,LSC24-QA05,QA,80.5765,0,1,116.541
540,Retrospect1,LSC24-QA05,QA,90.51,0,1,56.94
541,PraK2,LSC24-QA05,QA,91.15266666666668,0,1,53.084
542,LifeInsight,LSC24-QA05,QA,85.451,0,1,87.294
543,VitaChronicle1,LSC24-QA05,QA,91.64133333333334,1,1,50.152
544,CollaXRSearch1,LSC24-QA05,QA,76.92333333333333,2,1,78.46
545,vitrivr-VR,LSC24-QA05,QA,53.60816666666667,0,1,278.351
546,MemoriEase,LSC24-QA05,QA,94.095,0,1,35.43
547,Libro3,LSC24-QA05,QA,88.32366666666667,0,1,70.058
548,LifeSeeker1,LSC24-QA05,QA,78.5995,0,1,128.403
549,SnapSeek3,LSC24-QA05,QA,54.58433333333333,2,1,212.494
550,VISIONE2,LSC24-QA05,QA,56.659499999999994,1,1,200.043
551,Memento,LSC24-QA05,QA,92.42083333333332,0,1,45.475
552,EAGLE2,LSC24-QA05,QA,68.3735,1,1,189.759
553,LifeLens1,LSC24-QA05,QA,80.66883333333334,0,1,115.987
554,Lifegraph,LSC24-QA05,QA,80.9685,0,1,114.189
555,vitrivr,LSC24-QA05,QA,66.02983333333333,1,1,143.821
556,Voxento,LSC24-QA05,QA,87.235,0,1,76.59
557,MyEachtra,LSC24-QA05,QA,88.56216666666666,0,1,68.627
558,PraK3,LSC24-QA05,QA,87.46366666666667,0,1,75.218
559,LifeSeeker2,LSC24-QA05,QA,0.0,0,0,inf
